Springfield Devs,,,,,,,,,
Journal,,,,,,,,,
January - December 2019,,,,,,,,,
,,,,,,,,,
,Date,Transaction Type,Num,Adj,Name,Memo/Description,Account,Debit,Credit
,10/01/2019,Payment,,No,Kevin Wyas,Paid via QuickBooks Payments: Payment ID PG0253138396,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/01/2019,Pledge,1044,No,Jason Arend,,Accounts Receivable (A/R),25.00   ,
,,,,No,,"Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Jason Arend, Hearo Technologies (50% Founding Sponsor Discount)",Devs Revenue:Devs Memberships,,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/01/2019,Pledge,1045,No,Myke Bates,,Accounts Receivable (A/R),25.00   ,
,,,,No,,"Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Myke Bates, Hearo Technologies (50% Founding Sponsor Discount)",Devs Revenue:Devs Memberships,,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/01/2019,Pledge,1046,No,Tim Franklin,,Accounts Receivable (A/R),25.00   ,
,,,,No,,"Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Tim Franklin, Gravitate Solutions (50% Founding Sponsor Discount)",Devs Revenue:Devs Memberships,,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/01/2019,Payment,,No,Myke Bates,Paid via QuickBooks Payments: Payment ID PI0259116595,Undeposited Funds,25.00   ,
,,,,No,,,Accounts Receivable (A/R),,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/01/2019,Pledge,1047,No,Added Innovation,,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,10/01/2019,Payment,,No,Added Innovation,Paid via QuickBooks Payments: Payment ID PI0259118123,Undeposited Funds,500.00   ,
,,,,No,,,Accounts Receivable (A/R),,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,10/01/2019,Payment,,No,Thomas Rankin,Paid via QuickBooks Payments: Payment ID PK0249929240,Undeposited Funds,25.00   ,
,,,,No,,,Accounts Receivable (A/R),,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/01/2019,Bill,7333,No,Logic Forte (QuickBooks Subscription),,Accounts Payable (A/P),,36.00   
,,,,No,,Intuit QuickBooks Essentials ($40/month) - Reimburse Actual Cost,Devs:Devs Software & Hosting,36.00   ,
,,,,,,,,$36.00   ,$36.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Levi Zitting,Paid via QuickBooks Payments: Payment ID PK0249945843,Undeposited Funds,25.00   ,
,,,,No,,,Accounts Receivable (A/R),,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Jordan McAdoo,Paid via QuickBooks Payments: Payment ID PG0253363984,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Tiffany Ford,Paid via QuickBooks Payments: Payment ID PK0249957526,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Tim Franklin,Paid via QuickBooks Payments: Payment ID PG0253374930,Undeposited Funds,25.00   ,
,,,,No,,,Accounts Receivable (A/R),,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Gravitate Solutions,Paid via QuickBooks Payments: Payment ID PG0253375520,Undeposited Funds,500.00   ,
,,,,No,,,Accounts Receivable (A/R),,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Brenden Reeves,Paid via QuickBooks Payments: Payment ID PI0259247783,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Ben Pomerenke,Paid via QuickBooks Payments: Payment ID PK0250116462,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Payment,,No,David Hamilton,Paid via QuickBooks Payments: Payment ID PI0259325550,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Deposit,,No,,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),"1,775.00   ",
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0252528562,Undeposited Funds,,500.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258452150,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258453453,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0249263750,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0252661699,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0252662833,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258571125,Undeposited Funds,,25.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0252802837,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0252821260,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258613801,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258624760,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258875047,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0253138396,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0249945843,Undeposited Funds,,25.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0253363984,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0249957526,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0253374930,Undeposited Funds,,25.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0253375520,Undeposited Funds,,500.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0259247783,Undeposited Funds,,50.00   
,,,,,,,,"$1,775.00   ","$1,775.00   "
,,,,,,,,,
,10/02/2019,Expenditure,,No,QuickBooks Payment Fees,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,56.24   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),56.24   ,
,,,,,,,,$56.24   ,$56.24   
,,,,,,,,,
,10/02/2019,Payment,,No,Jack Ford,Paid via QuickBooks Payments: Payment ID PG0253551723,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Pledge,1048,No,Maranda Provance,,Accounts Receivable (A/R),25.00   ,
,,,,No,,"Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Maranda Provance, Mostly Serious (50% Founding Sponsor Discount)",Devs Revenue:Devs Memberships,,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Maranda Provance,Paid via QuickBooks Payments: Payment ID PI0259344687,Undeposited Funds,25.00   ,
,,,,No,,,Accounts Receivable (A/R),,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Andrew Rowell,Paid via QuickBooks Payments: Payment ID PG0253558069,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Payment,2033,No,Bec Braughton,Jason Klein - Mobile Check Deposit,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Mark Stepp,Jason Klein - Cash to PayPal 10/03/2019,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Payment,,No,Jason Amschler,Jason Klein - Cash to PayPal 10/03/2019,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/02/2019,Bill Payment (Check),,No,Missouri Embroidery,,Devs Checking (7527),,590.75   
,,,,No,,,Accounts Payable (A/P),590.75   ,
,,,,,,,,$590.75   ,$590.75   
,,,,,,,,,
,10/02/2019,Deposit,,No,,,Devs PayPal,100.00   ,
,,,,No,,jk PayPal 10/3,Undeposited Funds,,50.00   
,,,,No,,jk PayPal 10/3,Undeposited Funds,,50.00   
,,,,,,,,$100.00   ,$100.00   
,,,,,,,,,
,10/02/2019,Bill,,No,1Password,Paid by Myke Bates on 10/02/2019. Need to reimburse.,Accounts Payable (A/P),,59.85   
,,,,No,,1Password Families Plan (Annual),Devs:Devs Software & Hosting,59.85   ,
,,,,,,,,$59.85   ,$59.85   
,,,,,,,,,
,10/03/2019,Payment,,No,Classy Llama,Paid via QuickBooks Payments: Payment ID PI0259491055,Undeposited Funds,600.00   ,
,,,,No,,,Accounts Receivable (A/R),,600.00   
,,,,,,,,$600.00   ,$600.00   
,,,,,,,,,
,10/03/2019,Deposit,,No,,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),"1,500.00   ",
,,,,No,,Paid via QuickBooks Payments: Payment ID anl8nqs1,Undeposited Funds,,25.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258550322,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0258768695,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0259116595,Undeposited Funds,,25.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0259118123,Undeposited Funds,,500.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0249929240,Undeposited Funds,,25.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0250116462,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0259325550,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0253551723,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0259344687,Undeposited Funds,,25.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0253558069,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0259491055,Undeposited Funds,,600.00   
,,,,,,,,"$1,500.00   ","$1,500.00   "
,,,,,,,,,
,10/03/2019,Expenditure,,No,QuickBooks Payment Fees,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,45.79   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),45.79   ,
,,,,,,,,$45.79   ,$45.79   
,,,,,,,,,
,10/03/2019,Payment,,No,Jason Arend,Paid via QuickBooks Payments: Payment ID PI0259565861,Undeposited Funds,25.00   ,
,,,,No,,,Accounts Receivable (A/R),,25.00   
,,,,,,,,$25.00   ,$25.00   
,,,,,,,,,
,10/03/2019,Deposit,,No,Bec Braughton,,Devs Checking (7527),50.00   ,
,,,,No,,jrk,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/03/2019,Transfer,,No,,https://www.paypal.com/activity/payment/01J015458S443434B,Devs PayPal,,100.00   
,,,,No,,https://www.paypal.com/activity/payment/01J015458S443434B,Devs Checking (7527),100.00   ,
,,,,,,,,$100.00   ,$100.00   
,,,,,,,,,
,10/04/2019,Deposit,,No,,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),125.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID anle28t3,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID anlh21nn,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0259565861,Undeposited Funds,,25.00   
,,,,,,,,$125.00   ,$125.00   
,,,,,,,,,
,10/04/2019,Expenditure,,No,QuickBooks Payment Fees,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,1.98   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),1.98   ,
,,,,,,,,$1.98   ,$1.98   
,,,,,,,,,
,10/04/2019,Bill Payment (Check),,No,Pizza Hut (Grant),,Devs Checking (7527),,201.88   
,,,,No,,,Accounts Payable (A/P),201.88   ,
,,,,,,,,$201.88   ,$201.88   
,,,,,,,,,
,10/05/2019,Bill,,No,Microsoft Corporation,,Accounts Payable (A/P),,20.00   
,,,,No,,Office 365 Business Essentials ($5/mo/user),Devs:Devs Software & Hosting,20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,10/06/2019,Pledge,1049,No,Greg Lane,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Greg Lane,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/06/2019,Payment,,No,Greg Lane,Paid via QuickBooks Payments: Payment ID PI0260073665,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/06/2019,Pledge,1050,No,Jim Hodge,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Jim Hodge,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/06/2019,Deposit,,No,Greg Lane,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),50.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0260073665,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/06/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,1.70   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),1.70   ,
,,,,,,,,$1.70   ,$1.70   
,,,,,,,,,
,10/07/2019,Bill Payment (Check),,No,Microsoft Corporation,,Devs Checking (7527),,20.00   
,,,,No,,,Accounts Payable (A/P),20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,10/07/2019,Deposit,,No,Smokie Lee,,Devs Checking (7527),50.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PK0251327985,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/07/2019,Expenditure,,No,Sam's Club,517695 5-Shelf Storage Rack,Devs Checking (7527),,75.65   
,,,,No,,517695 5-Shelf Storage Rack,Devs:Devs Office Supplies,75.65   ,
,,,,,,,,$75.65   ,$75.65   
,,,,,,,,,
,10/08/2019,Pledge,1051,No,World Wide Technology,,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,10/08/2019,Payment,,No,Smokie Lee,Paid via QuickBooks Payments: Payment ID PK0251327985,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/09/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,1.70   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),1.70   ,
,,,,,,,,$1.70   ,$1.70   
,,,,,,,,,
,10/10/2019,Payment,,No,Justin Taylor,Remote Deposit by Myke Bates,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/10/2019,Payment,,No,Self Interactive,Remote Deposit by Myke Bates,Undeposited Funds,525.00   ,
,,,,No,,,Accounts Receivable (A/R),,525.00   
,,,,,,,,$525.00   ,$525.00   
,,,,,,,,,
,10/10/2019,Deposit,,No,Justin Taylor,Mobile Deposit by Myke Bates,Devs Checking (7527),50.00   ,
,,,,No,,Remote Deposit by Myke Bates,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/10/2019,Deposit,,No,Self Interactive,Mobile Deposit by Myke Bates,Devs Checking (7527),525.00   ,
,,,,No,,Remote Deposit by Myke Bates,Undeposited Funds,,525.00   
,,,,,,,,$525.00   ,$525.00   
,,,,,,,,,
,10/14/2019,Payment,,No,World Wide Technology,Paid via QuickBooks Payments: Payment ID PG0255926032,Undeposited Funds,500.00   ,
,,,,No,,,Accounts Receivable (A/R),,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,10/14/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,14.75   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),14.75   ,
,,,,,,,,$14.75   ,$14.75   
,,,,,,,,,
,10/14/2019,Deposit,,No,World Wide Technology,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),500.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0255926032,Undeposited Funds,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,10/14/2019,Bill,,No,Meetup.com,,Accounts Payable (A/P),,69.26   
,,,,No,,DEVS Meetup Subscription 6 Months 10/14/2019-04/14/2019 ($16.49/mo),Devs:Devs Software & Hosting,98.94   ,
,,,,No,,DEVS Unlimited Organizer Subscription 6 Months 04/19/19-10/19/19 ($14.99/mo) DISCOUNT/REFUND?,Devs:Devs Software & Hosting,,29.68   
,,,,,,,,$98.94   ,$98.94   
,,,,,,,,,
,10/14/2019,Bill,15112945,No,Name.com,,Accounts Payable (A/P),,35.96   
,,,,No,,DEV sgfwebdevs.com,Devs:Devs Software & Hosting,17.98   ,
,,,,No,,DEV hack4goodsgf.com,Devs:Devs Software & Hosting,17.98   ,
,,,,,,,,$35.96   ,$35.96   
,,,,,,,,,
,10/15/2019,Bill Payment (Check),,No,Meetup.com,,Devs Checking (7527),,69.26   
,,,,No,,,Accounts Payable (A/P),69.26   ,
,,,,,,,,$69.26   ,$69.26   
,,,,,,,,,
,10/15/2019,Bill Payment (Check),,No,Name.com,,Devs Checking (7527),,35.96   
,,,,No,,,Accounts Payable (A/P),35.96   ,
,,,,,,,,$35.96   ,$35.96   
,,,,,,,,,
,10/17/2019,Payment,,No,Jim Hodge,Paid via QuickBooks Payments: Payment ID PI0262202745,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/17/2019,Deposit,,No,Jim Hodge,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),50.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0262202745,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/17/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,1.70   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),1.70   ,
,,,,,,,,$1.70   ,$1.70   
,,,,,,,,,
,10/17/2019,Payment,4709,No,Ion Wave Technologies,Remote Deposit by Jason Klein,Undeposited Funds,575.00   ,
,,,,No,,,Accounts Receivable (A/R),,575.00   
,,,,,,,,$575.00   ,$575.00   
,,,,,,,,,
,10/17/2019,Deposit,,No,Ion Wave Technologies,Mobile Deposit by Jason Klein,Devs Checking (7527),575.00   ,
,,,,No,,Remote Deposit by Jason Klein,Undeposited Funds,,575.00   
,,,,,,,,$575.00   ,$575.00   
,,,,,,,,,
,10/21/2019,Expenditure,,No,Meetup.com,"Meetup Renewal (duplicate, refunded 11/18)",Devs Checking (7527),,89.94   
,,,,No,,"Meetup Renewal (duplicate, refunded 11/18)",Devs:Devs Software & Hosting,89.94   ,
,,,,,,,,$89.94   ,$89.94   
,,,,,,,,,
,10/22/2019,Bill,0000 318,No,Brad Hill Design Group,,Accounts Payable (A/P),,"1,000.00   "
,,,,No,,METHOD Event Website Responsive Design (Initial Down Payment 50%),Method:Method Design,"1,000.00   ",
,,,,,,,,"$1,000.00   ","$1,000.00   "
,,,,,,,,,
,10/28/2019,Payment,,No,Zak Lampert,Paid via QuickBooks Payments: Payment ID PG0258506163,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/28/2019,Deposit,,No,Zak Lampert,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),50.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0258506163,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,10/28/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,1.70   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),1.70   ,
,,,,,,,,$1.70   ,$1.70   
,,,,,,,,,
,11/01/2019,Bill,7334,No,Logic Forte (QuickBooks Subscription),,Accounts Payable (A/P),,20.00   
,,,,No,,Intuit QuickBooks Essentials ($40/month) - Reimburse Actual Cost,Devs:Devs Software & Hosting,20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,11/04/2019,Bill Payment (Check),BILL PAY 001,No,Brad Hill Design Group,,Devs Checking (7527),,"1,000.00   "
,,,,No,,,Accounts Payable (A/P),"1,000.00   ",
,,,,,,,,"$1,000.00   ","$1,000.00   "
,,,,,,,,,
,11/05/2019,Bill,,No,Microsoft Corporation,,Accounts Payable (A/P),,20.00   
,,,,No,,Office 365 Business Essentials ($5/mo/user),Devs:Devs Software & Hosting,20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,11/06/2019,Pledge,1052,No,Fried Design Company,,Accounts Receivable (A/R),500.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,,,,,$500.00   ,$500.00   
,,,,,,,,,
,11/06/2019,Pledge,1053,No,Mycra Therapy,,Accounts Receivable (A/R),525.00   ,
,,,,No,,Founding Sponsor of Springfield Devs. Lifetime recognition plus benefits through December 2022.,Devs Revenue:Devs Sponsorships,,500.00   
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Craig Coenen,Devs Revenue:Devs Memberships,,25.00   
,,,,,,,,$525.00   ,$525.00   
,,,,,,,,,
,11/07/2019,Pledge,1054,No,Mike Copanos,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Mike Copanos,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/07/2019,Payment,,No,Mike Copanos,Paid via QuickBooks Payments: Payment ID PG0260658604,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/07/2019,Deposit,,No,Mike Copanos,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),50.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0260658604,Undeposited Funds,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/07/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,1.70   
,,,,No,,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs:Devs Payment Fees (Intuit),1.70   ,
,,,,,,,,$1.70   ,$1.70   
,,,,,,,,,
,11/07/2019,Bill Payment (Check),,No,Microsoft Corporation,,Devs Checking (7527),,20.00   
,,,,No,,,Accounts Payable (A/P),20.00   ,
,,,,,,,,$20.00   ,$20.00   
,,,,,,,,,
,11/08/2019,Expenditure,,No,Pizza Hut (Grant),Dev Night 11/06/2019,Devs Checking (7527),,223.02   
,,,,No,,Dev Night 11/06/2019,Devs:Devs Member Meals,223.02   ,
,,,,,,,,$223.02   ,$223.02   
,,,,,,,,,
,11/08/2019,Expenditure,,No,Name.com,Domain Renewal (devfestsgf.com),Devs Checking (7527),,17.98   
,,,,No,,Domain Renewal (devfestsgf.com),Devs:Devs Software & Hosting,17.98   ,
,,,,,,,,$17.98   ,$17.98   
,,,,,,,,,
,11/13/2019,Pledge,1055,No,Brent Stilts,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Brent Stilts,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/14/2019,Payment,,No,Brent Stilts,Paid via QuickBooks Payments: Payment ID PI0267595494,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/14/2019,Pledge,1056,No,Mario Hernandez,,Accounts Receivable (A/R),50.00   ,
,,,,No,,Founding Member of Springfield Devs. Lifetime recognition plus shirt/mug benefits. Mario Hernandez,Devs Revenue:Devs Memberships,,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/14/2019,Payment,,No,Mario Hernandez,Paid via QuickBooks Payments: Payment ID PG0262014778,Undeposited Funds,50.00   ,
,,,,No,,,Accounts Receivable (A/R),,50.00   
,,,,,,,,$50.00   ,$50.00   
,,,,,,,,,
,11/14/2019,Deposit,,No,,System-recorded deposit for QuickBooks Payments,Devs Checking (7527),100.00   ,
,,,,No,,Paid via QuickBooks Payments: Payment ID PI0267595494,Undeposited Funds,,50.00   
,,,,No,,Paid via QuickBooks Payments: Payment ID PG0262014778,Undeposited Funds,,50.00   
,,,,,,,,$100.00   ,$100.00   
,,,,,,,,,
,11/14/2019,Expenditure,,No,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",Devs Checking (7527),,3.40   
